"ADC_doi","funding","abstract","Pub_citation","pub_abstract","osa_similarities","jacc_similarities","lv_similarities","dl_similarities","lcs_similarities"
"doi:10.18739/A2W29B",1432982,"the international tundra experiment itex was chartered in 1990 to test the effects of increased temperature on tundra plant phenology growth species composition and ecosystem function since 2007 the itex arctic observatory network itex aon has continued and expanded on the itex program across a latitudinal transect of five sites in alaska and greenland collecting core itex data specifically designed to address the current needs outlined in the study of environmental arctic change search implementation report the goal of this effort is to maintain the continuity of the temporally critical datasets of the itex aon in alaska and greenland core datasets include the long term manual observations of phenology vegetation structure and composition ecosystem function and surface properties on the long term itex control and experimental warming plots repeat measurement of the vegetation plots on the 1 km 2 arctic systems science arcss grids and a multifactor warming moisture experiment in greenland the simultaneous measurement of multiple surface properties at the small scale has allowed detection of relationships not previously recognized e g in moss dominated areas of the intensive transects higher albedo is linked to higher temperatures this data package includes spectroradiometer data from the mobile instrumented sensor platform misp formerly known as the networked info mechanical systems nims ","Abbott, B.W., Jones, J.B., Schuur, E.A., Chapin III, F.S., Bowden, W.B., Bret-Harte, M.S., Epstein, H.E., Flannigan, M.D., Harms, T.K., Hollingsworth, T.N. et al.~Biomass offsets little or none of permafrost carbon release from soils, streams, and wildfire: an expert assessment.~Environmental Research Letters~11~2016~034014~~~0~ ~0~ ~30/11/2017 16:12:10.990000000","the international tundra experiment itex was chartered in 1990 to test the effects of increased temperature on tundra plant phenology growth species composition and ecosystem function since 2007 the itex arctic observatory network itex aon has continued and expanded on the itex program across a latitudinal transect of five sites in alaska and greenland collecting core itex data specifically designed to address the current needs outlined in the study of environmental arctic change search implementation report the goal of this effort is to maintain the continuity of the temporally critical datasets of the itex aon in alaska and greenland core datasets include the long term manual observations of phenology vegetation structure and composition ecosystem function and surface properties on the long term itex control and experimental warming plots repeat measurement of the vegetation plots on the 1km2 arcss grids and a multifactor warming moisture experiment in greenland the simultaneous measurement of multiple surface properties at the small scale has allowed detection of relationships not previously recognized e g in moss dominated areas of the intensive transects higher albedo is linked to higher temperatures continuation of these measurements is imperative because increasing evidence points towards the critical importance of carry over effects of the previous growing seasons on current and future responses and the inherent variability in the system precluded determination of the system response on the basis of a few years data from this project are freely available on the acadis website the project will continue extensive outreach activities established in the initial phase including strong relationships between the fairchild tropical botanic garden ftbg and the gvsu regional math and science center and school systems in miami anchorage grand rapids and el paso ",0.70174510840825,0.967741935483871,0.700687466948704,0.70174510840825,0.820714718352514
"doi:10.18739/A2W29B",1432982,"the international tundra experiment itex was chartered in 1990 to test the effects of increased temperature on tundra plant phenology growth species composition and ecosystem function since 2007 the itex arctic observatory network itex aon has continued and expanded on the itex program across a latitudinal transect of five sites in alaska and greenland collecting core itex data specifically designed to address the current needs outlined in the study of environmental arctic change search implementation report the goal of this effort is to maintain the continuity of the temporally critical datasets of the itex aon in alaska and greenland core datasets include the long term manual observations of phenology vegetation structure and composition ecosystem function and surface properties on the long term itex control and experimental warming plots repeat measurement of the vegetation plots on the 1 km 2 arctic systems science arcss grids and a multifactor warming moisture experiment in greenland the simultaneous measurement of multiple surface properties at the small scale has allowed detection of relationships not previously recognized e g in moss dominated areas of the intensive transects higher albedo is linked to higher temperatures this data package includes spectroradiometer data from the mobile instrumented sensor platform misp formerly known as the networked info mechanical systems nims ","Khorsand Rosa, R., Oberbauer, S. F., Starr, G., Parker La Puma, I., Pop, E., Ahlquist, L., & Baldwin, T.~Plant phenological responses to a long?term experimental extension of growing season and soil warming in the tussock tundra of Alaska.~Global Change Biology~21~2015~4520~~~0~ ~0~ ~31/08/2016 10:36:55.623000000","the international tundra experiment itex was chartered in 1990 to test the effects of increased temperature on tundra plant phenology growth species composition and ecosystem function since 2007 the itex arctic observatory network itex aon has continued and expanded on the itex program across a latitudinal transect of five sites in alaska and greenland collecting core itex data specifically designed to address the current needs outlined in the study of environmental arctic change search implementation report the goal of this effort is to maintain the continuity of the temporally critical datasets of the itex aon in alaska and greenland core datasets include the long term manual observations of phenology vegetation structure and composition ecosystem function and surface properties on the long term itex control and experimental warming plots repeat measurement of the vegetation plots on the 1km2 arcss grids and a multifactor warming moisture experiment in greenland the simultaneous measurement of multiple surface properties at the small scale has allowed detection of relationships not previously recognized e g in moss dominated areas of the intensive transects higher albedo is linked to higher temperatures continuation of these measurements is imperative because increasing evidence points towards the critical importance of carry over effects of the previous growing seasons on current and future responses and the inherent variability in the system precluded determination of the system response on the basis of a few years data from this project are freely available on the acadis website the project will continue extensive outreach activities established in the initial phase including strong relationships between the fairchild tropical botanic garden ftbg and the gvsu regional math and science center and school systems in miami anchorage grand rapids and el paso ",0.70174510840825,0.967741935483871,0.700687466948704,0.70174510840825,0.820714718352514
"doi:10.18739/A2W29B",1432982,"the international tundra experiment itex was chartered in 1990 to test the effects of increased temperature on tundra plant phenology growth species composition and ecosystem function since 2007 the itex arctic observatory network itex aon has continued and expanded on the itex program across a latitudinal transect of five sites in alaska and greenland collecting core itex data specifically designed to address the current needs outlined in the study of environmental arctic change search implementation report the goal of this effort is to maintain the continuity of the temporally critical datasets of the itex aon in alaska and greenland core datasets include the long term manual observations of phenology vegetation structure and composition ecosystem function and surface properties on the long term itex control and experimental warming plots repeat measurement of the vegetation plots on the 1 km 2 arctic systems science arcss grids and a multifactor warming moisture experiment in greenland the simultaneous measurement of multiple surface properties at the small scale has allowed detection of relationships not previously recognized e g in moss dominated areas of the intensive transects higher albedo is linked to higher temperatures this data package includes spectroradiometer data from the mobile instrumented sensor platform misp formerly known as the networked info mechanical systems nims ","Hollister, R. D., May, J. L., Kremers, K. S., Tweedie, C. E., Oberbauer, S. F., Liebig, J. A.,  Botting, T.F., R. T. Barrett, and Gregory, J. L.~Warming experiments elucidate the drivers of observed directional changes in tundra vegetation.~Ecology and Evolution~5~2015~1881~~~0~ ~0~ ~09/01/2021 04:02:15.720000000","the international tundra experiment itex was chartered in 1990 to test the effects of increased temperature on tundra plant phenology growth species composition and ecosystem function since 2007 the itex arctic observatory network itex aon has continued and expanded on the itex program across a latitudinal transect of five sites in alaska and greenland collecting core itex data specifically designed to address the current needs outlined in the study of environmental arctic change search implementation report the goal of this effort is to maintain the continuity of the temporally critical datasets of the itex aon in alaska and greenland core datasets include the long term manual observations of phenology vegetation structure and composition ecosystem function and surface properties on the long term itex control and experimental warming plots repeat measurement of the vegetation plots on the 1km2 arcss grids and a multifactor warming moisture experiment in greenland the simultaneous measurement of multiple surface properties at the small scale has allowed detection of relationships not previously recognized e g in moss dominated areas of the intensive transects higher albedo is linked to higher temperatures continuation of these measurements is imperative because increasing evidence points towards the critical importance of carry over effects of the previous growing seasons on current and future responses and the inherent variability in the system precluded determination of the system response on the basis of a few years data from this project are freely available on the acadis website the project will continue extensive outreach activities established in the initial phase including strong relationships between the fairchild tropical botanic garden ftbg and the gvsu regional math and science center and school systems in miami anchorage grand rapids and el paso ",0.70174510840825,0.967741935483871,0.700687466948704,0.70174510840825,0.820714718352514
"doi:10.18739/A2W29B",1432982,"the international tundra experiment itex was chartered in 1990 to test the effects of increased temperature on tundra plant phenology growth species composition and ecosystem function since 2007 the itex arctic observatory network itex aon has continued and expanded on the itex program across a latitudinal transect of five sites in alaska and greenland collecting core itex data specifically designed to address the current needs outlined in the study of environmental arctic change search implementation report the goal of this effort is to maintain the continuity of the temporally critical datasets of the itex aon in alaska and greenland core datasets include the long term manual observations of phenology vegetation structure and composition ecosystem function and surface properties on the long term itex control and experimental warming plots repeat measurement of the vegetation plots on the 1 km 2 arctic systems science arcss grids and a multifactor warming moisture experiment in greenland the simultaneous measurement of multiple surface properties at the small scale has allowed detection of relationships not previously recognized e g in moss dominated areas of the intensive transects higher albedo is linked to higher temperatures this data package includes spectroradiometer data from the mobile instrumented sensor platform misp formerly known as the networked info mechanical systems nims ","Hobbie J, Shaver G, Rastetter E, Cherry J, Goetz S, Gould W, Kling G.~Ecosystem responses to climate change at a Low Arctic and a High Arctic long-term research site.~Ambio~46~2017~160~~~0~ ~0~ ~30/11/2017 16:12:10.946000000","the international tundra experiment itex was chartered in 1990 to test the effects of increased temperature on tundra plant phenology growth species composition and ecosystem function since 2007 the itex arctic observatory network itex aon has continued and expanded on the itex program across a latitudinal transect of five sites in alaska and greenland collecting core itex data specifically designed to address the current needs outlined in the study of environmental arctic change search implementation report the goal of this effort is to maintain the continuity of the temporally critical datasets of the itex aon in alaska and greenland core datasets include the long term manual observations of phenology vegetation structure and composition ecosystem function and surface properties on the long term itex control and experimental warming plots repeat measurement of the vegetation plots on the 1km2 arcss grids and a multifactor warming moisture experiment in greenland the simultaneous measurement of multiple surface properties at the small scale has allowed detection of relationships not previously recognized e g in moss dominated areas of the intensive transects higher albedo is linked to higher temperatures continuation of these measurements is imperative because increasing evidence points towards the critical importance of carry over effects of the previous growing seasons on current and future responses and the inherent variability in the system precluded determination of the system response on the basis of a few years data from this project are freely available on the acadis website the project will continue extensive outreach activities established in the initial phase including strong relationships between the fairchild tropical botanic garden ftbg and the gvsu regional math and science center and school systems in miami anchorage grand rapids and el paso ",0.70174510840825,0.967741935483871,0.700687466948704,0.70174510840825,0.820714718352514
"doi:10.18739/A2W29B",1432982,"the international tundra experiment itex was chartered in 1990 to test the effects of increased temperature on tundra plant phenology growth species composition and ecosystem function since 2007 the itex arctic observatory network itex aon has continued and expanded on the itex program across a latitudinal transect of five sites in alaska and greenland collecting core itex data specifically designed to address the current needs outlined in the study of environmental arctic change search implementation report the goal of this effort is to maintain the continuity of the temporally critical datasets of the itex aon in alaska and greenland core datasets include the long term manual observations of phenology vegetation structure and composition ecosystem function and surface properties on the long term itex control and experimental warming plots repeat measurement of the vegetation plots on the 1 km 2 arctic systems science arcss grids and a multifactor warming moisture experiment in greenland the simultaneous measurement of multiple surface properties at the small scale has allowed detection of relationships not previously recognized e g in moss dominated areas of the intensive transects higher albedo is linked to higher temperatures this data package includes spectroradiometer data from the mobile instrumented sensor platform misp formerly known as the networked info mechanical systems nims ","Barrett, RTS, R. D. Hollister, S. F. Oberbauer, and C. E. Tweedie.~Arctic plant responses to changing abiotic factors in northern Alaska.~American Journal of Botany~102~2015~2020~~~0~ ~0~ ~31/08/2016 10:36:55.600000000","the international tundra experiment itex was chartered in 1990 to test the effects of increased temperature on tundra plant phenology growth species composition and ecosystem function since 2007 the itex arctic observatory network itex aon has continued and expanded on the itex program across a latitudinal transect of five sites in alaska and greenland collecting core itex data specifically designed to address the current needs outlined in the study of environmental arctic change search implementation report the goal of this effort is to maintain the continuity of the temporally critical datasets of the itex aon in alaska and greenland core datasets include the long term manual observations of phenology vegetation structure and composition ecosystem function and surface properties on the long term itex control and experimental warming plots repeat measurement of the vegetation plots on the 1km2 arcss grids and a multifactor warming moisture experiment in greenland the simultaneous measurement of multiple surface properties at the small scale has allowed detection of relationships not previously recognized e g in moss dominated areas of the intensive transects higher albedo is linked to higher temperatures continuation of these measurements is imperative because increasing evidence points towards the critical importance of carry over effects of the previous growing seasons on current and future responses and the inherent variability in the system precluded determination of the system response on the basis of a few years data from this project are freely available on the acadis website the project will continue extensive outreach activities established in the initial phase including strong relationships between the fairchild tropical botanic garden ftbg and the gvsu regional math and science center and school systems in miami anchorage grand rapids and el paso ",0.70174510840825,0.967741935483871,0.700687466948704,0.70174510840825,0.820714718352514
"doi:10.18739/A2W29B",1432982,"the international tundra experiment itex was chartered in 1990 to test the effects of increased temperature on tundra plant phenology growth species composition and ecosystem function since 2007 the itex arctic observatory network itex aon has continued and expanded on the itex program across a latitudinal transect of five sites in alaska and greenland collecting core itex data specifically designed to address the current needs outlined in the study of environmental arctic change search implementation report the goal of this effort is to maintain the continuity of the temporally critical datasets of the itex aon in alaska and greenland core datasets include the long term manual observations of phenology vegetation structure and composition ecosystem function and surface properties on the long term itex control and experimental warming plots repeat measurement of the vegetation plots on the 1 km 2 arctic systems science arcss grids and a multifactor warming moisture experiment in greenland the simultaneous measurement of multiple surface properties at the small scale has allowed detection of relationships not previously recognized e g in moss dominated areas of the intensive transects higher albedo is linked to higher temperatures this data package includes spectroradiometer data from the mobile instrumented sensor platform misp formerly known as the networked info mechanical systems nims ","Kremers, K. S., Hollister, R. D., and Oberbauer, S. F. (2015).~Diminished Response of Arctic Plants to Warming over Time~PloS One
 PloS one 10.3 (2015): e0116586.~10~2015~e0116586~~~0~ ~0~ ~31/08/2016 10:36:55.626000000","the international tundra experiment itex was chartered in 1990 to test the effects of increased temperature on tundra plant phenology growth species composition and ecosystem function since 2007 the itex arctic observatory network itex aon has continued and expanded on the itex program across a latitudinal transect of five sites in alaska and greenland collecting core itex data specifically designed to address the current needs outlined in the study of environmental arctic change search implementation report the goal of this effort is to maintain the continuity of the temporally critical datasets of the itex aon in alaska and greenland core datasets include the long term manual observations of phenology vegetation structure and composition ecosystem function and surface properties on the long term itex control and experimental warming plots repeat measurement of the vegetation plots on the 1km2 arcss grids and a multifactor warming moisture experiment in greenland the simultaneous measurement of multiple surface properties at the small scale has allowed detection of relationships not previously recognized e g in moss dominated areas of the intensive transects higher albedo is linked to higher temperatures continuation of these measurements is imperative because increasing evidence points towards the critical importance of carry over effects of the previous growing seasons on current and future responses and the inherent variability in the system precluded determination of the system response on the basis of a few years data from this project are freely available on the acadis website the project will continue extensive outreach activities established in the initial phase including strong relationships between the fairchild tropical botanic garden ftbg and the gvsu regional math and science center and school systems in miami anchorage grand rapids and el paso ",0.70174510840825,0.967741935483871,0.700687466948704,0.70174510840825,0.820714718352514
"doi:10.18739/A2W29B",1432982,"the international tundra experiment itex was chartered in 1990 to test the effects of increased temperature on tundra plant phenology growth species composition and ecosystem function since 2007 the itex arctic observatory network itex aon has continued and expanded on the itex program across a latitudinal transect of five sites in alaska and greenland collecting core itex data specifically designed to address the current needs outlined in the study of environmental arctic change search implementation report the goal of this effort is to maintain the continuity of the temporally critical datasets of the itex aon in alaska and greenland core datasets include the long term manual observations of phenology vegetation structure and composition ecosystem function and surface properties on the long term itex control and experimental warming plots repeat measurement of the vegetation plots on the 1 km 2 arctic systems science arcss grids and a multifactor warming moisture experiment in greenland the simultaneous measurement of multiple surface properties at the small scale has allowed detection of relationships not previously recognized e g in moss dominated areas of the intensive transects higher albedo is linked to higher temperatures this data package includes spectroradiometer data from the mobile instrumented sensor platform misp formerly known as the networked info mechanical systems nims ","Healey, N.C., S.F. Oberbauer, R.D. Hollister.~Examination of surface temperature modification by open-top chambers along moisture and latitudinal gradients in Arctic Alaska using thermal infrared photography. Remote Sensing.~Remote SensingRemote Sensing~8~2016~54~~~0~ ~0~ ~31/08/2016 10:36:55.603000000","the international tundra experiment itex was chartered in 1990 to test the effects of increased temperature on tundra plant phenology growth species composition and ecosystem function since 2007 the itex arctic observatory network itex aon has continued and expanded on the itex program across a latitudinal transect of five sites in alaska and greenland collecting core itex data specifically designed to address the current needs outlined in the study of environmental arctic change search implementation report the goal of this effort is to maintain the continuity of the temporally critical datasets of the itex aon in alaska and greenland core datasets include the long term manual observations of phenology vegetation structure and composition ecosystem function and surface properties on the long term itex control and experimental warming plots repeat measurement of the vegetation plots on the 1km2 arcss grids and a multifactor warming moisture experiment in greenland the simultaneous measurement of multiple surface properties at the small scale has allowed detection of relationships not previously recognized e g in moss dominated areas of the intensive transects higher albedo is linked to higher temperatures continuation of these measurements is imperative because increasing evidence points towards the critical importance of carry over effects of the previous growing seasons on current and future responses and the inherent variability in the system precluded determination of the system response on the basis of a few years data from this project are freely available on the acadis website the project will continue extensive outreach activities established in the initial phase including strong relationships between the fairchild tropical botanic garden ftbg and the gvsu regional math and science center and school systems in miami anchorage grand rapids and el paso ",0.70174510840825,0.967741935483871,0.700687466948704,0.70174510840825,0.820714718352514
"doi:10.18739/A2W29B",1432982,"the international tundra experiment itex was chartered in 1990 to test the effects of increased temperature on tundra plant phenology growth species composition and ecosystem function since 2007 the itex arctic observatory network itex aon has continued and expanded on the itex program across a latitudinal transect of five sites in alaska and greenland collecting core itex data specifically designed to address the current needs outlined in the study of environmental arctic change search implementation report the goal of this effort is to maintain the continuity of the temporally critical datasets of the itex aon in alaska and greenland core datasets include the long term manual observations of phenology vegetation structure and composition ecosystem function and surface properties on the long term itex control and experimental warming plots repeat measurement of the vegetation plots on the 1 km 2 arctic systems science arcss grids and a multifactor warming moisture experiment in greenland the simultaneous measurement of multiple surface properties at the small scale has allowed detection of relationships not previously recognized e g in moss dominated areas of the intensive transects higher albedo is linked to higher temperatures this data package includes spectroradiometer data from the mobile instrumented sensor platform misp formerly known as the networked info mechanical systems nims ","Elmendorf, S. C., Henry, G. H., Hollister, R. D., Fosaa, A. M., Gould, W. A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I. I., Jorgenson, J. C., Lévesque, E., Magnusson, B., Molau, U., Myers-Smith, I. H., Oberbauer, S. F., Rixen, C., Tweedie, C. E., and Wa~Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns.~Proceedings of the National Academy of Sciences~112~2015~448~~~0~ ~0~ ~09/01/2021 04:02:15.720000000","the international tundra experiment itex was chartered in 1990 to test the effects of increased temperature on tundra plant phenology growth species composition and ecosystem function since 2007 the itex arctic observatory network itex aon has continued and expanded on the itex program across a latitudinal transect of five sites in alaska and greenland collecting core itex data specifically designed to address the current needs outlined in the study of environmental arctic change search implementation report the goal of this effort is to maintain the continuity of the temporally critical datasets of the itex aon in alaska and greenland core datasets include the long term manual observations of phenology vegetation structure and composition ecosystem function and surface properties on the long term itex control and experimental warming plots repeat measurement of the vegetation plots on the 1km2 arcss grids and a multifactor warming moisture experiment in greenland the simultaneous measurement of multiple surface properties at the small scale has allowed detection of relationships not previously recognized e g in moss dominated areas of the intensive transects higher albedo is linked to higher temperatures continuation of these measurements is imperative because increasing evidence points towards the critical importance of carry over effects of the previous growing seasons on current and future responses and the inherent variability in the system precluded determination of the system response on the basis of a few years data from this project are freely available on the acadis website the project will continue extensive outreach activities established in the initial phase including strong relationships between the fairchild tropical botanic garden ftbg and the gvsu regional math and science center and school systems in miami anchorage grand rapids and el paso ",0.70174510840825,0.967741935483871,0.700687466948704,0.70174510840825,0.820714718352514
"doi:10.18739/A2W29B",1432982,"the international tundra experiment itex was chartered in 1990 to test the effects of increased temperature on tundra plant phenology growth species composition and ecosystem function since 2007 the itex arctic observatory network itex aon has continued and expanded on the itex program across a latitudinal transect of five sites in alaska and greenland collecting core itex data specifically designed to address the current needs outlined in the study of environmental arctic change search implementation report the goal of this effort is to maintain the continuity of the temporally critical datasets of the itex aon in alaska and greenland core datasets include the long term manual observations of phenology vegetation structure and composition ecosystem function and surface properties on the long term itex control and experimental warming plots repeat measurement of the vegetation plots on the 1 km 2 arctic systems science arcss grids and a multifactor warming moisture experiment in greenland the simultaneous measurement of multiple surface properties at the small scale has allowed detection of relationships not previously recognized e g in moss dominated areas of the intensive transects higher albedo is linked to higher temperatures this data package includes spectroradiometer data from the mobile instrumented sensor platform misp formerly known as the networked info mechanical systems nims ","Barrett, R.T.S, R. D. Hollister, S.F. Oberbauer, and C.E. Tweedie.~Arctic plants are capable of sustained responses to long-term warming~Polar Research.~35~2016~25405~~~0~ ~0~ ~31/08/2016 10:36:55.583000000","the international tundra experiment itex was chartered in 1990 to test the effects of increased temperature on tundra plant phenology growth species composition and ecosystem function since 2007 the itex arctic observatory network itex aon has continued and expanded on the itex program across a latitudinal transect of five sites in alaska and greenland collecting core itex data specifically designed to address the current needs outlined in the study of environmental arctic change search implementation report the goal of this effort is to maintain the continuity of the temporally critical datasets of the itex aon in alaska and greenland core datasets include the long term manual observations of phenology vegetation structure and composition ecosystem function and surface properties on the long term itex control and experimental warming plots repeat measurement of the vegetation plots on the 1km2 arcss grids and a multifactor warming moisture experiment in greenland the simultaneous measurement of multiple surface properties at the small scale has allowed detection of relationships not previously recognized e g in moss dominated areas of the intensive transects higher albedo is linked to higher temperatures continuation of these measurements is imperative because increasing evidence points towards the critical importance of carry over effects of the previous growing seasons on current and future responses and the inherent variability in the system precluded determination of the system response on the basis of a few years data from this project are freely available on the acadis website the project will continue extensive outreach activities established in the initial phase including strong relationships between the fairchild tropical botanic garden ftbg and the gvsu regional math and science center and school systems in miami anchorage grand rapids and el paso ",0.70174510840825,0.967741935483871,0.700687466948704,0.70174510840825,0.820714718352514
"doi:10.18739/A2W29B",1432982,"the international tundra experiment itex was chartered in 1990 to test the effects of increased temperature on tundra plant phenology growth species composition and ecosystem function since 2007 the itex arctic observatory network itex aon has continued and expanded on the itex program across a latitudinal transect of five sites in alaska and greenland collecting core itex data specifically designed to address the current needs outlined in the study of environmental arctic change search implementation report the goal of this effort is to maintain the continuity of the temporally critical datasets of the itex aon in alaska and greenland core datasets include the long term manual observations of phenology vegetation structure and composition ecosystem function and surface properties on the long term itex control and experimental warming plots repeat measurement of the vegetation plots on the 1 km 2 arctic systems science arcss grids and a multifactor warming moisture experiment in greenland the simultaneous measurement of multiple surface properties at the small scale has allowed detection of relationships not previously recognized e g in moss dominated areas of the intensive transects higher albedo is linked to higher temperatures this data package includes spectroradiometer data from the mobile instrumented sensor platform misp formerly known as the networked info mechanical systems nims ","Leffler, A. J., Klein, E. S., Oberbauer, S. F., & Welker, J. M.~(2016). Coupled long-term summer warming and deeper snow alters species composition and stimulates gross primary productivity in tussock tundra.~Oecologia~181~2016~287~~~0~ ~0~ ~31/08/2016 10:36:55.633000000","the international tundra experiment itex was chartered in 1990 to test the effects of increased temperature on tundra plant phenology growth species composition and ecosystem function since 2007 the itex arctic observatory network itex aon has continued and expanded on the itex program across a latitudinal transect of five sites in alaska and greenland collecting core itex data specifically designed to address the current needs outlined in the study of environmental arctic change search implementation report the goal of this effort is to maintain the continuity of the temporally critical datasets of the itex aon in alaska and greenland core datasets include the long term manual observations of phenology vegetation structure and composition ecosystem function and surface properties on the long term itex control and experimental warming plots repeat measurement of the vegetation plots on the 1km2 arcss grids and a multifactor warming moisture experiment in greenland the simultaneous measurement of multiple surface properties at the small scale has allowed detection of relationships not previously recognized e g in moss dominated areas of the intensive transects higher albedo is linked to higher temperatures continuation of these measurements is imperative because increasing evidence points towards the critical importance of carry over effects of the previous growing seasons on current and future responses and the inherent variability in the system precluded determination of the system response on the basis of a few years data from this project are freely available on the acadis website the project will continue extensive outreach activities established in the initial phase including strong relationships between the fairchild tropical botanic garden ftbg and the gvsu regional math and science center and school systems in miami anchorage grand rapids and el paso ",0.70174510840825,0.967741935483871,0.700687466948704,0.70174510840825,0.820714718352514
